device_id,timestamp,room_temp_c,setpoint_c,ambient_temp_c,compressor_state,power_watt,mode
DVC-103,2026-06-04 20:15:00,24.32,24.0,32.56,0,53.0,FAN
DVC-104,2026-06-05 05:00:00,25.63,26.0,26.13,0,37.9,OFF
DVC-102,2026-06-06 13:15:00,24.01,24.0,37.45,1,1465.8,COOL
DVC-104,2026-06-14 04:30:00,23.5,26.0,25.86,0,33.3,OFF
DVC-102,2026-06-12 20:30:00,24.07,24.0,30.51,1,1344.8,COOL
DVC-101,2026-06-06 22:15:00,25.65,26.0,29.18,0,47.2,OFF
DVC-104,2026-06-11 15:30:00,23.5,24.0,37.1,1,1329.2,COOL
DVC-102,2026-06-13 07:30:00,25.97,26.0,27.99,0,24.3,OFF
DVC-103,2026-06-11 13:45:00,24.34,24.0,37.22,1,1151.0,COOL
DVC-101,2026-06-01 09:30:00,25.38,24.0,31.29,1,1324.9,COOL
DVC-101,2026-06-05 12:15:00,24.36,24.0,34.41,0,52.9,FAN
DVC-104,2026-06-03 04:00:00,26.13,26.0,25.81,0,33.6,OFF
DVC-102,2026-06-10 12:30:00,24.45,24.0,35.36,0,52.1,FAN
DVC-103,2026-06-01 02:00:00,26.82,26.0,25.54,0,42.7,OFF
DVC-103,2026-06-11 20:15:00,24.22,24.0,31.82,1,1419.5,COOL
DVC-102,2026-06-11 07:30:00,25.96,26.0,27.94,0,34.7,OFF
DVC-103,2026-06-09 10:00:00,24.94,24.0,32.24,1,1413.3,COOL
DVC-101,2026-06-02 03:45:00,25.1,26.0,25.26,0,46.6,OFF
DVC-103,2026-06-10 20:00:00,24.34,24.0,31.89,1,1403.3,COOL
DVC-101,2026-06-06 06:30:00,25.93,26.0,28.8,0,46.5,OFF
DVC-104,2026-06-01 01:30:00,26.46,26.0,24.53,0,45.7,OFF
DVC-102,2026-06-11 12:00:00,24.15,24.0,34.11,1,1262.9,COOL
DVC-102,2026-06-10 11:45:00,24.7,24.0,35.99,0,48.4,FAN
DVC-105,2026-06-02 03:00:00,25.82,26.0,24.91,0,38.6,OFF
DVC-102,2026-06-06 04:15:00,25.32,26.0,25.15,0,60.6,OFF
DVC-102,2026-06-04 00:00:00,26.04,26.0,25.33,0,47.5,OFF
DVC-103,2026-06-04 22:30:00,25.85,26.0,29.42,0,53.3,OFF
DVC-105,2026-06-01 06:45:00,26.2,26.0,27.11,0,23.9,OFF
DVC-103,2026-06-02 03:00:00,25.41,26.0,25.66,0,56.1,OFF
DVC-105,2026-06-14 14:00:00,24.66,24.0,35.98,0,56.7,FAN
DVC-102,2026-06-04 00:15:00,26.13,26.0,26.68,0,26.6,OFF
DVC-103,2026-06-05 04:15:00,26.1,26.0,26.16,0,33.0,OFF
DVC-101,2026-06-03 14:15:00,24.59,24.0,36.18,1,1170.3,COOL
DVC-101,2026-06-08 19:00:00,24.26,24.0,33.78,1,1377.7,COOL
DVC-101,2026-06-09 02:30:00,25.6,26.0,25.09,0,45.8,OFF
DVC-101,2026-06-03 23:15:00,25.83,26.0,27.38,0,14.5,OFF
DVC-101,2026-06-03 16:15:00,24.34,24.0,36.46,1,1182.4,COOL
DVC-101,2026-06-06 20:00:00,24.29,24.0,32.51,1,1265.7,COOL
DVC-101,2026-06-14 05:15:00,25.38,26.0,26.37,0,32.9,OFF
DVC-103,2026-06-03 19:15:00,24.01,24.0,33.29,1,1454.5,COOL
DVC-101,2026-06-13 22:30:00,25.73,26.0,29.71,0,42.0,OFF
DVC-102,2026-06-04 09:30:00,25.54,24.0,30.43,1,1245.9,COOL
DVC-105,2026-06-13 09:45:00,25.56,24.0,32.0,1,1263.9,COOL
DVC-101,2026-06-05 04:15:00,26.05,26.0,25.44,0,35.6,OFF
DVC-105,2026-06-10 10:30:00,24.46,24.0,33.17,1,1526.7,COOL
DVC-104,2026-06-08 05:15:00,26.29,26.0,25.81,0,38.9,OFF
DVC-103,2026-06-05 12:00:00,24.31,24.0,36.47,1,1430.6,COOL
DVC-104,2026-06-12 07:30:00,23.5,26.0,28.04,0,30.5,OFF
DVC-101,2026-06-09 19:00:00,24.06,24.0,34.08,1,1187.0,COOL
DVC-101,2026-06-02 22:15:00,25.59,26.0,29.99,0,46.3,OFF
DVC-103,2026-06-06 11:30:00,24.61,24.0,34.93,0,36.9,FAN
DVC-105,2026-06-14 13:15:00,24.72,24.0,37.47,0,49.6,FAN
DVC-104,2026-06-09 06:15:00,23.5,26.0,27.35,0,48.4,OFF
DVC-105,2026-06-07 14:45:00,24.49,24.0,37.38,1,1232.9,COOL
DVC-104,2026-06-08 13:30:00,24.02,24.0,37.43,1,1357.9,COOL
DVC-105,2026-06-13 16:30:00,24.45,24.0,36.39,1,1348.9,COOL
DVC-101,2026-06-08 02:30:00,25.76,26.0,25.8,0,49.0,OFF
DVC-102,2026-06-05 17:45:00,24.51,24.0,35.67,0,48.7,FAN
DVC-101,2026-06-11 14:30:00,24.66,24.0,36.75,0,38.9,FAN
DVC-104,2026-06-11 00:30:00,23.5,26.0,25.78,0,47.7,OFF
DVC-101,2026-06-14 23:00:00,26.48,26.0,27.52,0,46.7,OFF
DVC-102,2026-06-03 09:30:00,25.44,24.0,31.52,1,1123.2,COOL
DVC-104,2026-06-10 04:15:00,23.5,26.0,25.16,0,36.6,OFF
DVC-103,2026-06-01 20:00:00,24.16,24.0,31.64,1,1421.9,COOL
DVC-102,2026-06-05 21:45:00,24.95,26.0,29.39,0,42.6,FAN
DVC-104,2026-06-11 23:30:00,23.5,26.0,27.68,0,55.6,OFF
DVC-101,2026-06-03 22:30:00,25.47,26.0,29.26,0,49.4,OFF
DVC-105,2026-06-03 14:45:00,24.41,24.0,37.61,1,1478.2,COOL
DVC-102,2026-06-14 14:30:00,24.65,24.0,36.46,0,49.6,FAN
DVC-103,2026-06-13 09:30:00,25.51,24.0,31.79,1,1241.5,COOL
DVC-105,2026-06-05 11:15:00,24.53,24.0,33.58,0,39.3,FAN
DVC-102,2026-06-11 20:30:00,24.51,24.0,31.65,0,33.9,FAN
DVC-105,2026-06-03 08:30:00,26.29,26.0,29.31,0,39.4,FAN
DVC-102,2026-06-07 00:00:00,26.4,26.0,26.96,0,49.1,OFF
DVC-103,2026-06-12 05:45:00,25.82,26.0,25.87,0,36.1,OFF
DVC-101,2026-06-05 00:15:00,26.01,26.0,26.01,0,49.9,OFF
DVC-105,2026-06-09 06:15:00,25.75,26.0,27.62,0,36.4,OFF
DVC-101,2026-06-13 12:30:00,24.41,24.0,36.01,1,1259.1,COOL
DVC-101,2026-06-07 18:00:00,24.34,24.0,35.34,1,1429.7,COOL
DVC-103,2026-06-06 00:45:00,25.78,26.0,25.89,0,37.1,OFF
DVC-104,2026-06-11 04:15:00,23.5,26.0,24.83,0,36.1,OFF
DVC-103,2026-06-09 01:45:00,26.43,26.0,25.77,0,46.6,OFF
DVC-104,2026-06-11 02:00:00,23.5,26.0,24.96,0,33.0,OFF
DVC-102,2026-06-07 00:30:00,26.31,26.0,27.37,0,33.5,OFF
DVC-101,2026-06-01 20:15:00,24.16,24.0,31.77,0,44.6,FAN
DVC-105,2026-06-05 01:15:00,25.45,26.0,25.5,0,52.2,OFF
DVC-104,2026-06-02 02:30:00,26.06,26.0,25.06,0,34.0,OFF
DVC-101,2026-06-11 21:15:00,25.31,26.0,30.09,0,52.9,FAN
DVC-102,2026-06-11 22:15:00,25.56,26.0,28.78,0,39.2,OFF
DVC-101,2026-06-10 16:45:00,24.51,24.0,36.65,0,56.6,FAN
DVC-102,2026-06-07 20:30:00,24.06,24.0,31.13,1,1333.5,COOL
DVC-105,2026-06-09 21:15:00,24.47,26.0,30.95,0,42.0,FAN
DVC-102,2026-06-01 19:45:00,24.22,24.0,33.27,1,1330.8,COOL
DVC-103,2026-06-11 15:45:00,24.56,24.0,35.88,0,60.3,FAN
DVC-102,2026-06-11 02:45:00,25.83,26.0,24.67,0,39.0,OFF
DVC-103,2026-06-05 00:45:00,26.43,26.0,25.59,0,53.9,OFF
DVC-102,2026-06-07 03:15:00,26.05,26.0,25.07,0,42.7,OFF
DVC-105,2026-06-10 02:00:00,25.58,26.0,25.06,0,66.5,OFF
DVC-104,2026-06-09 08:45:00,23.5,26.0,29.68,1,1231.2,COOL
DVC-105,2026-06-02 12:45:00,24.33,24.0,35.21,1,1485.1,COOL
DVC-101,2026-06-13 11:30:00,24.01,24.0,35.54,1,1305.0,COOL
DVC-102,2026-06-08 03:45:00,25.26,26.0,24.63,0,51.0,OFF
DVC-102,2026-06-05 11:30:00,24.47,24.0,34.5,0,59.9,FAN
DVC-103,2026-06-01 17:45:00,24.09,24.0,35.84,1,1226.7,COOL
DVC-102,2026-06-03 10:45:00,24.27,24.0,32.61,1,1329.0,COOL
DVC-103,2026-06-13 01:30:00,25.6,26.0,26.54,0,50.7,OFF
DVC-103,2026-06-07 04:15:00,25.6,26.0,25.47,0,55.6,OFF
DVC-101,2026-06-04 10:15:00,24.64,24.0,32.62,1,1380.2,COOL
DVC-101,2026-06-09 07:30:00,25.66,26.0,29.32,0,59.2,OFF
DVC-102,2026-06-07 16:30:00,24.38,24.0,36.13,1,1278.8,COOL
DVC-104,2026-06-12 00:15:00,23.5,26.0,25.23,0,57.2,OFF
DVC-104,2026-06-07 14:30:00,24.65,24.0,36.6,0,43.7,FAN
DVC-101,2026-06-09 03:15:00,25.47,26.0,24.97,0,39.6,OFF
DVC-101,2026-06-01 11:30:00,24.57,24.0,35.18,0,15.4,FAN
DVC-105,2026-06-07 21:00:00,24.53,26.0,31.57,0,65.2,FAN
DVC-105,2026-06-06 20:45:00,24.48,24.0,31.07,0,28.9,FAN
DVC-102,2026-06-11 08:15:00,26.3,26.0,30.04,0,26.4,FAN
DVC-102,2026-06-03 08:45:00,26.03,26.0,30.23,1,1402.6,COOL
DVC-104,2026-06-05 06:00:00,25.61,26.0,27.2,0,34.2,OFF
DVC-101,2026-06-09 08:45:00,26.01,26.0,30.84,1,1400.7,COOL
DVC-102,2026-06-10 10:00:00,25.11,24.0,33.23,1,1370.1,COOL
DVC-102,2026-06-08 02:30:00,25.94,26.0,25.21,0,49.6,OFF
DVC-103,2026-06-03 23:00:00,25.73,26.0,28.52,0,17.3,OFF
DVC-103,2026-06-06 07:30:00,26.02,26.0,28.08,0,40.9,OFF
DVC-105,2026-06-14 06:15:00,26.43,26.0,26.92,0,25.2,OFF
DVC-104,2026-06-05 08:15:00,25.82,26.0,29.74,0,40.6,FAN
DVC-103,2026-06-04 05:15:00,25.92,26.0,25.56,0,53.3,OFF
DVC-103,2026-06-01 06:00:00,25.84,26.0,27.58,0,54.9,OFF
DVC-104,2026-06-11 19:15:00,23.5,24.0,32.97,1,1268.5,COOL
DVC-101,2026-06-14 15:00:00,24.15,24.0,35.33,1,1636.1,COOL
DVC-103,2026-06-03 13:45:00,24.84,24.0,36.43,0,47.3,FAN
DVC-102,2026-06-06 19:45:00,24.36,24.0,32.72,1,1284.7,COOL
DVC-104,2026-06-13 04:15:00,23.5,26.0,25.2,0,42.4,OFF
DVC-102,2026-06-04 09:15:00,25.69,24.0,30.86,1,1441.6,COOL
DVC-101,2026-06-14 04:30:00,25.3,26.0,24.96,0,61.6,OFF
DVC-103,2026-06-04 08:45:00,26.51,26.0,30.78,0,50.5,FAN
DVC-101,2026-06-14 23:45:00,26.67,26.0,26.73,0,47.0,OFF
DVC-102,2026-06-10 23:45:00,26.3,26.0,27.4,0,42.5,OFF
DVC-104,2026-06-01 01:15:00,26.65,26.0,26.29,0,37.2,OFF
DVC-103,2026-06-01 14:15:00,24.38,24.0,36.16,1,1348.8,COOL
DVC-101,2026-06-09 04:45:00,25.44,26.0,25.5,0,64.4,OFF
DVC-101,2026-06-07 16:00:00,24.26,24.0,35.9,1,1283.8,COOL
DVC-104,2026-06-11 13:00:00,23.5,24.0,35.83,1,1525.5,COOL
DVC-105,2026-06-04 14:45:00,24.23,24.0,37.16,1,1365.6,COOL
DVC-105,2026-06-11 14:00:00,24.93,24.0,37.86,0,52.3,FAN
DVC-104,2026-06-04 05:15:00,25.9,26.0,26.46,0,54.6,OFF
DVC-101,2026-06-13 05:15:00,25.4,26.0,25.41,0,40.5,OFF
DVC-104,2026-06-13 15:15:00,23.5,24.0,38.51,1,1197.8,COOL
DVC-105,2026-06-04 07:45:00,26.37,26.0,27.99,0,45.8,OFF
DVC-101,2026-06-02 13:45:00,24.65,24.0,36.06,0,56.7,FAN
DVC-101,2026-06-06 11:30:00,24.44,24.0,35.53,0,40.6,FAN
DVC-104,2026-06-08 14:15:00,24.62,24.0,36.56,0,53.0,FAN
DVC-105,2026-06-05 04:15:00,25.46,26.0,25.86,0,46.2,OFF
DVC-105,2026-06-12 08:45:00,26.18,26.0,30.96,1,1317.5,COOL
DVC-105,2026-06-13 08:15:00,26.47,26.0,30.05,1,1310.7,COOL
DVC-102,2026-06-07 09:30:00,25.24,24.0,31.06,1,1272.4,COOL
DVC-105,2026-06-02 04:00:00,25.87,26.0,24.7,0,44.4,OFF
DVC-104,2026-06-07 11:30:00,24.28,24.0,34.9,0,53.2,FAN
DVC-105,2026-06-12 20:30:00,24.3,24.0,31.87,0,40.3,FAN
DVC-101,2026-06-05 15:15:00,24.28,24.0,36.1,1,1239.2,COOL
DVC-105,2026-06-05 07:00:00,25.92,26.0,28.67,0,42.0,OFF
DVC-102,2026-06-12 15:45:00,24.37,24.0,36.78,1,1220.1,COOL
DVC-102,2026-06-12 18:30:00,24.37,24.0,34.6,1,1514.8,COOL
DVC-102,2026-06-11 18:45:00,24.38,24.0,34.17,1,1475.8,COOL
DVC-101,2026-06-02 12:30:00,24.0,24.0,35.39,1,1466.9,COOL
DVC-101,2026-06-08 01:15:00,25.88,26.0,25.87,0,50.0,OFF
DVC-104,2026-06-05 05:30:00,25.54,26.0,25.84,0,31.6,OFF
DVC-103,2026-06-04 17:45:00,24.33,24.0,35.62,1,1143.7,COOL
DVC-101,2026-06-08 12:00:00,24.15,24.0,35.18,1,1410.1,COOL
DVC-103,2026-06-14 10:00:00,24.88,24.0,32.27,1,1420.5,COOL
DVC-102,2026-06-09 09:15:00,25.5,24.0,31.12,1,1480.5,COOL
DVC-105,2026-06-04 00:00:00,26.08,26.0,28.14,0,33.2,OFF
DVC-105,2026-06-08 13:00:00,24.38,24.0,36.73,1,1207.0,COOL
DVC-104,2026-06-03 09:00:00,25.75,24.0,30.78,1,1409.7,COOL
DVC-104,2026-06-11 17:00:00,23.5,24.0,35.23,1,1231.1,COOL
DVC-103,2026-06-03 23:15:00,25.95,26.0,26.95,0,51.4,OFF
DVC-101,2026-06-14 00:30:00,26.25,26.0,26.82,0,47.8,OFF
DVC-104,2026-06-08 15:15:00,24.2,24.0,36.93,1,1356.3,COOL
DVC-105,2026-06-10 09:45:00,25.29,24.0,31.61,1,1347.7,COOL
DVC-104,2026-06-09 04:30:00,23.5,26.0,25.55,0,43.7,OFF
DVC-103,2026-06-04 06:00:00,25.86,26.0,27.84,0,53.7,OFF
DVC-103,2026-06-04 12:15:00,24.29,24.0,36.39,1,1391.2,COOL
DVC-102,2026-06-01 20:00:00,24.42,24.0,32.66,0,49.6,FAN
DVC-105,2026-06-01 14:30:00,24.4,24.0,36.47,0,33.4,FAN
DVC-102,2026-06-10 02:00:00,26.25,26.0,24.7,0,55.3,OFF
DVC-102,2026-06-13 01:15:00,25.81,26.0,24.57,0,38.9,OFF
DVC-101,2026-06-03 09:00:00,25.85,24.0,30.49,1,1403.1,COOL
DVC-103,2026-06-13 18:00:00,24.56,24.0,35.22,0,43.1,FAN
DVC-102,2026-06-02 21:00:00,24.98,26.0,29.81,0,46.5,FAN
DVC-101,2026-06-03 06:00:00,25.09,26.0,27.08,0,47.1,OFF
DVC-104,2026-06-04 19:45:00,24.42,24.0,33.13,0,39.9,FAN
DVC-101,2026-06-13 11:00:00,24.59,24.0,33.26,0,47.5,FAN
DVC-105,2026-06-01 05:30:00,25.88,26.0,25.98,0,45.6,OFF
DVC-101,2026-06-10 00:30:00,26.67,26.0,25.43,0,47.1,OFF
DVC-102,2026-06-05 02:00:00,25.92,26.0,24.75,0,54.5,OFF
DVC-104,2026-06-13 03:45:00,23.5,26.0,25.72,0,39.8,OFF
DVC-104,2026-06-12 00:30:00,23.5,26.0,25.73,0,35.9,OFF
DVC-102,2026-06-04 14:15:00,24.5,24.0,37.15,1,1206.4,COOL
DVC-102,2026-06-13 02:45:00,25.52,26.0,24.37,0,29.8,OFF
DVC-104,2026-06-02 20:30:00,24.04,24.0,31.84,0,49.4,FAN
DVC-102,2026-06-13 21:45:00,25.28,26.0,30.14,0,57.6,FAN
DVC-103,2026-06-11 21:15:00,24.26,26.0,29.88,0,32.6,FAN
DVC-103,2026-06-14 09:30:00,25.56,24.0,31.29,1,1348.6,COOL
DVC-101,2026-06-06 23:15:00,26.05,26.0,27.13,0,53.2,OFF
DVC-105,2026-06-06 22:15:00,25.95,26.0,28.69,0,42.9,OFF
DVC-105,2026-06-14 15:45:00,24.44,24.0,35.39,1,1580.6,COOL
DVC-103,2026-06-03 17:15:00,24.1,24.0,35.14,1,1201.9,COOL
DVC-101,2026-06-12 01:45:00,26.32,26.0,26.0,0,65.6,OFF
DVC-102,2026-06-10 17:00:00,24.39,24.0,35.1,1,1328.1,COOL
DVC-101,2026-06-12 20:30:00,24.29,24.0,31.73,1,1294.4,COOL
DVC-104,2026-06-05 09:30:00,25.24,24.0,32.25,1,1272.9,COOL
DVC-102,2026-06-01 01:15:00,27.23,26.0,25.23,0,44.9,OFF
DVC-103,2026-06-03 04:45:00,25.87,26.0,25.96,0,28.5,OFF
DVC-101,2026-06-04 07:30:00,25.58,26.0,29.3,0,39.4,OFF
DVC-105,2026-06-09 15:45:00,24.4,24.0,36.64,1,1405.3,COOL
DVC-105,2026-06-03 22:15:00,25.51,26.0,29.27,0,31.5,OFF
DVC-103,2026-06-10 01:30:00,26.22,26.0,25.36,0,47.4,OFF
DVC-104,2026-06-05 03:30:00,25.51,26.0,25.03,0,57.6,OFF
DVC-102,2026-06-06 05:45:00,25.54,26.0,27.11,0,62.1,OFF
DVC-104,2026-06-12 12:30:00,23.5,24.0,35.6,1,1450.1,COOL
DVC-101,2026-06-12 14:45:00,24.81,24.0,37.03,0,33.1,FAN
DVC-101,2026-06-14 11:00:00,24.25,24.0,33.76,1,1397.4,COOL
DVC-101,2026-06-05 13:15:00,24.15,24.0,35.74,1,1272.1,COOL
DVC-102,2026-06-02 10:00:00,24.77,24.0,33.36,1,1403.5,COOL
DVC-102,2026-06-01 21:15:00,24.65,26.0,29.16,0,36.1,FAN
DVC-102,2026-06-09 13:30:00,24.52,24.0,35.86,0,42.9,FAN
DVC-102,2026-06-10 23:30:00,26.03,26.0,26.92,0,39.1,OFF
DVC-102,2026-06-03 11:45:00,24.23,24.0,35.13,1,1348.6,COOL
DVC-104,2026-06-05 17:00:00,24.66,24.0,35.68,0,48.1,FAN
DVC-105,2026-06-06 00:15:00,26.21,26.0,26.99,0,29.7,OFF
DVC-101,2026-06-13 11:15:00,24.37,24.0,33.78,1,1434.2,COOL
DVC-105,2026-06-04 23:00:00,25.46,26.0,27.66,0,48.1,OFF
DVC-103,2026-06-05 10:45:00,24.23,24.0,33.83,1,1439.8,COOL
DVC-103,2026-06-09 17:15:00,24.42,24.0,35.38,1,1484.9,COOL
DVC-103,2026-06-09 15:15:00,24.57,24.0,36.91,0,32.6,FAN
DVC-102,2026-06-10 15:15:00,24.62,24.0,37.82,0,45.4,FAN
DVC-102,2026-06-04 04:15:00,25.92,26.0,25.95,0,43.0,OFF
DVC-105,2026-06-05 13:45:00,24.11,24.0,35.99,1,1518.2,COOL
DVC-102,2026-06-11 00:00:00,26.25,26.0,26.87,0,56.5,OFF
DVC-104,2026-06-10 14:45:00,23.5,24.0,36.88,1,1211.7,COOL
DVC-105,2026-06-07 02:30:00,25.71,26.0,24.29,0,34.9,OFF
DVC-102,2026-06-13 13:15:00,24.54,24.0,36.41,1,1342.8,COOL
DVC-105,2026-06-01 10:00:00,24.93,24.0,32.46,1,1546.8,COOL
DVC-103,2026-06-01 09:15:00,25.5,24.0,32.13,1,1177.9,COOL
DVC-105,2026-06-04 23:15:00,25.55,26.0,27.75,0,39.7,OFF
DVC-103,2026-06-03 17:30:00,24.56,24.0,36.14,0,41.1,FAN
DVC-102,2026-06-14 09:15:00,25.65,24.0,31.47,1,1558.3,COOL
DVC-105,2026-06-11 12:30:00,24.53,24.0,36.28,1,1245.7,COOL
DVC-103,2026-06-12 16:30:00,24.01,24.0,36.32,1,1398.9,COOL
DVC-102,2026-06-13 09:45:00,25.14,24.0,31.84,1,1418.1,COOL
DVC-104,2026-06-10 01:45:00,23.5,26.0,24.94,0,58.9,OFF
DVC-103,2026-06-01 18:00:00,24.3,24.0,34.58,0,43.2,FAN
DVC-101,2026-06-11 02:30:00,25.49,26.0,24.88,0,41.0,OFF
DVC-104,2026-06-05 03:45:00,25.57,26.0,24.58,0,45.4,OFF
DVC-101,2026-06-12 03:00:00,26.17,26.0,25.87,0,51.1,OFF
DVC-102,2026-06-12 23:30:00,25.55,26.0,27.29,0,47.3,OFF
DVC-103,2026-06-02 19:15:00,24.43,24.0,34.16,0,45.4,FAN
DVC-101,2026-06-10 10:00:00,25.21,24.0,32.18,1,1336.3,COOL
DVC-103,2026-06-05 13:45:00,23.98,24.0,36.73,1,1178.5,COOL
DVC-104,2026-06-05 16:00:00,24.07,24.0,36.64,1,1196.3,COOL
DVC-104,2026-06-12 08:45:00,23.5,26.0,31.56,1,1301.3,COOL
DVC-104,2026-06-12 19:30:00,23.5,24.0,32.88,0,48.0,FAN
DVC-101,2026-06-02 11:45:00,24.24,24.0,35.12,1,1250.3,COOL
DVC-101,2026-06-07 16:45:00,24.33,24.0,36.48,1,1360.8,COOL
DVC-104,2026-06-10 19:45:00,23.5,24.0,32.59,0,51.0,FAN
DVC-101,2026-06-01 12:30:00,24.08,24.0,35.93,1,1384.8,COOL
DVC-102,2026-06-07 04:30:00,26.23,26.0,26.45,0,16.7,OFF
DVC-103,2026-06-10 09:30:00,25.59,24.0,31.56,1,1314.3,COOL
DVC-101,2026-06-05 23:30:00,26.22,26.0,27.35,0,40.1,OFF
DVC-101,2026-06-10 10:45:00,24.33,24.0,32.89,1,1333.9,COOL
DVC-103,2026-06-02 20:15:00,24.42,24.0,31.63,1,1485.2,COOL
DVC-101,2026-06-07 22:30:00,25.66,26.0,27.73,0,42.6,OFF
DVC-103,2026-06-13 06:15:00,25.47,26.0,27.17,0,44.1,OFF
DVC-101,2026-06-13 17:15:00,24.09,24.0,36.76,1,1341.5,COOL
DVC-104,2026-06-10 17:15:00,23.5,24.0,36.68,1,1259.2,COOL
DVC-105,2026-06-06 21:00:00,0.0,26.0,30.87,0,42.9,FAN
DVC-104,2026-06-04 20:00:00,24.16,24.0,33.27,1,1328.0,COOL
DVC-104,2026-06-10 08:45:00,23.5,26.0,31.02,0,31.9,FAN
DVC-101,2026-06-02 23:45:00,26.14,26.0,26.94,0,39.7,OFF
DVC-103,2026-06-14 03:00:00,26.09,26.0,25.03,0,56.7,OFF
DVC-102,2026-06-09 21:15:00,24.86,26.0,29.98,0,49.4,FAN
DVC-101,2026-06-08 21:15:00,24.86,26.0,31.12,0,60.8,FAN
DVC-102,2026-06-07 06:30:00,25.88,26.0,27.86,0,57.6,OFF
DVC-103,2026-06-11 05:30:00,25.69,26.0,25.81,0,36.2,OFF
DVC-103,2026-06-03 08:30:00,26.31,26.0,30.49,0,50.6,FAN
DVC-101,2026-06-09 10:00:00,24.67,24.0,32.36,1,1413.7,COOL
DVC-105,2026-06-14 16:15:00,24.9,24.0,36.68,0,32.7,FAN
DVC-101,2026-06-10 15:30:00,24.54,24.0,36.85,0,36.8,FAN
DVC-101,2026-06-01 13:45:00,24.48,24.0,36.3,1,1336.3,COOL
DVC-102,2026-06-14 13:45:00,24.61,24.0,36.69,0,35.7,FAN
DVC-104,2026-06-09 01:45:00,23.5,26.0,25.29,0,38.4,OFF
DVC-101,2026-06-09 00:00:00,25.48,26.0,25.99,0,39.6,OFF
DVC-105,2026-06-13 12:45:00,24.27,24.0,35.41,1,1581.6,COOL
DVC-105,2026-06-13 08:45:00,26.46,26.0,30.36,0,29.9,FAN
DVC-104,2026-06-01 05:00:00,26.62,26.0,25.58,0,54.2,OFF
DVC-105,2026-06-05 23:15:00,26.39,26.0,28.78,0,41.4,OFF
DVC-101,2026-06-14 18:00:00,24.46,24.0,34.79,1,1269.8,COOL
DVC-104,2026-06-01 19:15:00,24.34,24.0,34.0,1,1353.5,COOL
DVC-104,2026-06-12 21:30:00,23.5,26.0,29.99,0,34.9,FAN
DVC-101,2026-06-09 03:00:00,25.38,26.0,24.97,0,30.9,OFF
DVC-101,2026-06-01 10:15:00,24.61,24.0,33.25,1,1460.5,COOL
DVC-104,2026-06-03 23:00:00,26.08,26.0,26.84,0,41.9,OFF
DVC-105,2026-06-01 09:30:00,25.41,24.0,30.47,1,1344.1,COOL
DVC-105,2026-06-01 21:00:00,25.06,26.0,31.05,0,42.3,FAN
DVC-104,2026-06-10 11:45:00,23.5,24.0,34.25,0,39.2,FAN
DVC-104,2026-06-12 12:15:00,23.5,24.0,35.04,1,1444.9,COOL
DVC-101,2026-06-14 16:00:00,24.69,24.0,36.39,0,38.7,FAN
DVC-105,2026-06-10 17:45:00,24.17,24.0,35.83,1,1422.3,COOL
DVC-101,2026-06-04 12:00:00,24.49,24.0,34.84,1,1270.8,COOL
DVC-105,2026-06-06 10:15:00,24.88,24.0,33.98,1,1471.9,COOL
DVC-105,2026-06-11 03:15:00,26.25,26.0,25.33,0,58.9,OFF
DVC-101,2026-06-06 04:00:00,85.0,26.0,24.11,0,72.7,OFF
DVC-104,2026-06-02 09:15:00,25.69,24.0,31.88,1,1545.2,COOL
DVC-103,2026-06-10 23:00:00,26.19,26.0,27.33,0,59.3,OFF
DVC-104,2026-06-05 03:15:00,25.57,26.0,25.39,0,42.7,OFF
DVC-102,2026-06-05 07:30:00,25.9,26.0,29.21,0,62.1,OFF
DVC-102,2026-06-13 13:45:00,24.7,24.0,36.9,0,55.6,FAN
DVC-103,2026-06-11 21:45:00,24.45,26.0,30.48,0,40.4,FAN
DVC-103,2026-06-05 09:30:00,25.55,24.0,31.08,1,1381.5,COOL
DVC-101,2026-06-12 04:15:00,25.96,26.0,24.36,0,55.8,OFF
DVC-105,2026-06-08 01:15:00,26.18,26.0,25.9,0,32.0,OFF
DVC-103,2026-06-01 23:45:00,25.63,26.0,27.39,0,34.6,OFF
DVC-105,2026-06-08 21:15:00,24.76,26.0,30.97,0,49.9,FAN
DVC-104,2026-06-11 18:00:00,23.5,24.0,35.87,1,1401.0,COOL
DVC-105,2026-06-10 09:15:00,25.93,24.0,31.37,1,1301.7,COOL
DVC-103,2026-06-10 05:15:00,25.32,26.0,26.54,0,40.4,OFF
DVC-105,2026-06-02 06:30:00,26.24,26.0,27.01,0,33.5,OFF
DVC-104,2026-06-07 12:15:00,24.24,24.0,34.56,1,1562.7,COOL
DVC-101,2026-06-04 04:45:00,24.76,26.0,26.4,0,39.1,OFF
DVC-102,2026-06-08 06:00:00,25.85,26.0,26.54,0,37.0,OFF
DVC-103,2026-06-12 15:30:00,24.41,24.0,36.77,1,1314.4,COOL
DVC-104,2026-06-04 20:45:00,24.39,24.0,31.29,0,52.4,FAN
DVC-105,2026-06-08 23:15:00,26.33,26.0,28.26,0,37.2,OFF
DVC-102,2026-06-09 07:45:00,26.22,26.0,28.79,0,51.2,OFF
DVC-103,2026-06-07 02:00:00,25.52,26.0,26.04,0,47.8,OFF
DVC-101,2026-06-11 06:00:00,25.83,26.0,26.98,0,52.0,OFF
DVC-103,2026-06-13 00:30:00,25.74,26.0,25.6,0,44.6,OFF
